,g__Corynebacterium,g__Coprococcus,g__Streptococcus,g__Neisseria,g__Staphylococcus,g__Ruminococcus,g__Dorea,g__Clostridium,g__Bacteroides,g__Blautia,g__Rhodoplanes,g__Bacillus,g__Facklamia,g__Sphingomonas,g__Butyricimonas,g__Acinetobacter,g__Pseudomonas,g__Burkholderia,g__Bifidobacterium,g__Serratia,g__Collinsella,g__Roseburia,g__Phenylobacterium,g__Mycobacterium,g__Sutterella,g__Flavobacterium,g__Sphingobacterium,g__Turicibacter,g__Leptotrichia,g__Prevotella,g__Rothia,g__Fusobacterium,g__Methanobrevibacter,g__Dehalobacterium,g__Faecalibacterium,g__Anaerofustis,g__Stenotrophomonas,g__Opitutus,g__Veillonella,g__Ochrobactrum,g__Lachnospira,g__Brevibacterium,g__Aggregatibacter,g__Rahnella,g__Adlercreutzia,g__Sphingopyxis,g__Tannerella,g__Lactobacillus,g__Sphingobium,g__Pseudonocardia,g__Campylobacter,g__Paraprevotella,g__Enterococcus,g__Xenophilus,g__Peptococcus,g__Anaeroplasma,g__Bulleidia,g__Anaerovibrio,g__Afifella,g__Ramlibacter,g__Lachnobacterium,g__Paracoccus,g__Erwinia,g__Butyrivibrio,g__Parabacteroides,g__Megasphaera,g__Lactococcus,g__Dysgonomonas,g__Megamonas,g__Desulfovibrio,g__Mogibacterium,g__Spirochaeta,g__Atopobium,g__Phascolarctobacterium,g__Paludibacter,g__Cupriavidus,g__Porphyromonas,g__Peptoniphilus,g__Shuttleworthia,g__Zoogloea,g__Paenibacillus,g__Dialister,g__Treponema,g__Methylobacterium,g__Anaerovorax,g__Sphaerochaeta,g__Coprobacillus,g__Haemophilus,g__Capnocytophaga,g__Dietzia,g__Hymenobacter,g__Selenomonas,g__Rhodoferax,g__Granulicatella,g__Streptomyces,g__Anaerococcus,g__Mesorhizobium,g__Agrobacterium,g__Kocuria,g__Brachyspira,g__Succinivibrio,g__Leuconostoc,g__Janthinobacterium,g__Devosia,g__Actinobacillus,g__Clavibacter,g__Macrococcus,g__Actinomycetospora,g__Anaeromyxobacter,g__Beijerinckia,g__Polynucleobacter,g__Anaerostipes,g__Oribacterium,g__Slackia,g__Methyloversatilis,g__Cloacibacterium,g__Geodermatophilus,g__Christensenella,g__Novosphingobium,g__Chryseobacterium,g__Nocardioides,g__Anoxybacillus,g__Thiomonas,g__Propionispira,g__Deinococcus,g__Thauera,g__Helicobacter,g__Varibaculum,g__Eggerthella,g__Pedobacter,g__Leptothrix,g__Arthrobacter,g__Brachybacterium,g__Sporocytophaga,g__Cellulomonas,g__Acidaminococcus,g__Klebsiella,g__Lautropia,g__Methylibium,g__Catenibacterium,g__Halomonas,g__Fibrobacter,g__Actinomyces,g__Jeotgalicoccus,g__Alicyclobacillus,g__Mycoplasma,g__Agromyces,g__Oxalobacter,g__Elusimicrobium,g__Amycolatopsis,g__Micrococcus,g__Rummeliibacillus,g__Kineococcus,g__Pseudobutyrivibrio,g__Dechloromonas,g__Ralstonia,g__Microbacterium,g__Vagococcus,g__Aerococcus,g__Listeria,g__Luteibacter,g__Akkermansia,g__Methanosphaera,g__Allobaculum,g__Knoellia,g__Enterobacter,g__Marvinbryantia,g__Cytophaga,g__Solirubrobacter,g__Rhodococcus,g__Bilophila,g__Kaistia,g__Herbaspirillum,g__Actinoplanes,g__Kurthia,g__Saccharibacillus,g__Comamonas,g__Odoribacter,g__Alistipes,g__Pantoea,g__Robinsoniella,g__Rhizobium,g__Sporosarcina,g__Avibacterium,g__Acidovorax,g__Curtobacterium,g__Anaerobiospirillum,g__Salmonella,g__Micromonospora,g__Butyricicoccus,g__Victivallis,g__Lysobacter,g__Collimonas,g__Lysinibacillus,g__Holdemania
11212.RC2098,0,445,1,0,0,519,736,617,12,138,0,0,0,0,0,0,3,0,0,0,0,85,0,0,0,0,0,0,0,4,0,4,0,0,35,0,0,0,0,0,0,0,0,0,150,0,0,4,0,0,32,0,0,0,0,0,0,0,0,0,6,0,0,0,52,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11212.RT2013,0,586,2,0,0,1065,122,235,32,431,0,0,0,0,1,0,2,0,1,0,13,159,0,0,98,1,0,0,0,4713,1,4,0,0,1142,0,0,0,0,0,278,0,3,0,0,0,0,0,0,0,8,1,0,0,0,0,77,35,0,0,18,0,1,0,15,0,0,0,0,30,0,0,0,246,0,0,0,0,1,0,0,45,751,0,0,0,8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,4,0,0,0,0,0,0,2,0,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
11212.RT2017,0,609,2,0,0,559,163,152,34,919,0,0,0,0,4,0,1,8,0,0,17,71,0,0,86,0,0,0,0,3375,0,2,0,0,650,0,0,0,0,0,39,0,1,0,0,0,0,122,0,0,52,0,0,0,0,0,4,11,0,0,6,0,0,1,4,0,0,0,0,6,0,0,0,182,0,0,0,0,0,0,0,86,397,0,1,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11212.RT2019,0,259,3,0,0,394,79,244,28,503,0,0,0,0,0,0,1,0,1,0,19,29,0,0,22,0,0,0,0,1884,2,3,0,2,202,3,0,0,0,0,95,0,0,0,1,0,0,1,0,0,0,0,0,0,0,7,0,8,0,0,1,0,1,2,3,0,0,0,2,8,0,0,0,19,0,0,0,0,0,0,0,4,220,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11212.RT2021,0,1182,5,0,0,218,356,172,42,487,0,0,0,0,30,0,0,0,0,0,96,158,0,0,112,0,0,0,0,2961,0,12,0,2,220,0,0,0,1,0,28,0,4,0,0,0,0,3,0,0,372,0,0,0,0,0,1,29,0,0,6,0,0,4,63,0,0,0,0,152,0,0,0,161,0,0,0,0,0,0,0,72,88,0,0,0,25,0,0,0,0,1,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,23,0,40,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
11212.RT2048,0,223,27,0,0,553,134,190,26,670,0,0,0,0,1,9,1,13,0,0,20,129,0,0,7,0,0,0,0,2238,0,7,0,5,192,20,0,0,0,1,18,0,7,0,1,0,0,3,0,0,55,0,0,0,0,0,0,3,0,0,1,0,0,1,9,0,0,0,2,28,0,0,0,86,0,0,0,0,0,0,0,6,782,0,3,2,41,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0,0,1,0
11212.AC6221,0,531,921,3,5,15873,264,774,10557,1855,0,104,2,14,188,2,27,5,232,0,154,1331,0,0,7,15,11,2,0,5473,4,70,2,0,1483,1,23,0,10,1,61,1,3,0,13,0,7,61,2,1,240,37921,11,0,0,1,16,18,10,0,5,3,0,166,636,37,4,4,9,71,27,0,77,15,3,26,93,20,23,0,77,171,94,13,10,0,66,2,1,0,16,88,0,0,104,0,0,0,28,24,0,29,0,0,3,0,1,0,0,0,0,203,18,59,0,0,0,66,4,44,0,0,0,1,3,0,72,8,15,37,0,17,0,0,359,119,1,13,0,228,118,3,2,4,29,6,0,0,0,1,2,0,21,70,0,0,30,1,5,10,0,400,30,2,0,1,96,1,0,2,22,0,0,0,0,0,0,59,24816,27,44,3,2,1,14,19,0,1,0,924,20,0,0,1,85
11212.AC6681,0,584,48644,6,12,936,72,379,4307,1379,0,450,1,6,284,34,252,14,267,2,129,3810,2,3,4,230,122,1,0,4216,0,70,1,0,1285,2,63,0,10,16,79,0,3,0,5,3,3,42,17,1,1,123,10,0,0,0,14,6,88,1,7,19,15,125,230,21,3,2,3,1686,3,0,11,7,0,151,11,33,26,0,118,162,123,1,2,0,28,6,1,0,9,32,0,0,306,1,3,2,115,82,0,0,0,4,2,0,0,3,0,0,1,154,27,21,0,0,0,24,18,28,4,0,0,0,2,0,93,3,7,231,0,57,0,0,264,13,15,39,0,72,1217,1,2,1,8,2,0,0,0,2,2,0,0,62,0,0,143,3,2,7,0,135,17,0,0,126,75,0,5,7,279,0,0,4,0,0,1,12,1478,722,26,15,2,0,3,13,0,1,0,405,47,7,0,2,35
11212.Ahyb10001,8,389,17,1,19,672,87,238,909,1577,2,44,0,28,3,28,100,6,187,9,451,367,0,11,75,8,43,0,0,14971,0,43,10,0,6682,5,211,9,10,3,297,45,0,0,15,0,2,21,1,1,5,225,2,0,4,0,175,82,2,0,15,2,2,108,129,184,3,3,23,7,4,1,113,14,2,7,25,10,15,0,37,1256,2,83,2,3,4,2,4,25,6,264,0,0,22,1,2,151,19,1,16,0,0,0,0,0,2,11,0,0,0,224,32,60,1,8,1,5,5,12,5,0,0,4,0,0,121,0,40,10,0,29,87,0,344,50,146,22,0,6,30,1,4,0,1,1,0,0,0,2,10,0,1,74,0,10,18,1,3,0,0,1,16,3,1,178,53,0,0,8,0,1,0,0,0,0,2,5,15,65,34,10,0,0,5,7,8,0,0,310,0,0,0,1,32
11212.Ahyb2571,21,667,100,3,16,550,98,259,380,1994,1,249,2,25,7,340,500,3,459,7,985,349,0,11,18,12,9,1,0,5214,0,58,3,0,5277,5,161,0,31,8,137,0,2,0,19,1,0,41,4,0,10,82,3,0,1,1,596,103,5,0,7,26,1,96,57,278,4,1,58,27,7,0,161,25,3,9,15,6,23,0,26,1770,15,19,1,0,75,0,5,2,2,868,0,0,36,4,0,69,29,0,94,2,0,0,1,0,4,10,0,0,3,189,28,69,0,4,2,3,7,9,19,0,0,6,0,0,50,0,30,21,0,1,7,0,191,131,3,3,0,13,97,2,13,0,3,4,0,0,0,1,3,1,4,68,1,18,17,1,1,0,0,0,0,7,0,354,51,0,0,2,1,17,3,7,2,0,1,1,14,63,33,50,2,1,9,4,19,0,4,470,0,0,0,41,95
11212.Ahyb4111,8,294,57,0,5,670,110,214,609,1111,0,47,2,7,6,3,13,1,1310,0,710,786,0,0,3,4,1,2,0,7570,0,49,2,0,6727,1,182,0,8,0,92,16,0,0,505,0,1,16,6,7,1,140,0,0,0,0,49,46,1,0,11,0,0,89,91,53,0,2,24,2,1,0,44,12,1,6,27,0,27,0,14,439,9,7,0,1,164,0,1,0,1,374,0,0,10,0,0,2,7,2,62,0,0,0,0,0,0,8,0,0,0,182,37,31,0,0,1,9,4,10,40,0,0,1,0,1,15,0,31,4,0,1,1,0,148,85,0,3,0,18,10,1,12,2,0,1,0,0,0,1,0,0,1,98,0,4,6,0,0,1,2,2,0,0,0,0,83,0,26,0,0,0,0,1,0,0,0,5,5,65,37,1,0,1,10,0,17,0,0,171,0,0,0,0,7
11212.APAL361,16,589,563,41,1442,1000,55,428,76948,993,0,31,0,3,166,7,28,5,28,0,7,255,0,0,3,4,2,0,2,1472,42,59,1,1,157,10,5,0,85,0,94,0,14,0,1,0,7,33,0,1,7,802,12,0,2,14,0,0,1,0,8,3,1,103,852,19,8,3,7,591,7,0,8,9,2,3,63,21,19,0,13,18,64,2,4,0,46,61,12,0,13,3,0,8,22,0,3,2,5,19,0,0,3,0,5,0,2,2,0,0,0,200,155,8,1,0,0,19,3,66,19,0,0,0,4,1,10,2,4,13,0,19,0,0,32,8,2,4,0,15,26,0,23,3,0,2,0,16,1,1,0,0,0,68,0,3,21,1,0,4,0,29119,3,0,6,1,42,2,0,9,6,0,7,0,1,0,2,68,2089,9,53,7,10,0,0,0,0,1,3,104,0,3,3,1,6
11212.APAL371,2,856,12771,5,22,1025,114,2048,25920,913,0,35,2,2,421,136,5,1,62,3,23,566,0,1,4,5,2,0,0,1205,0,74,9,2,959,7,21,3,2,0,102,0,2,0,6,0,7,50,1,3,3,224,5193,0,1,2,0,0,0,0,9,1,5,107,421,22,10,2,1,63,15,0,11,34,4,3,51,12,28,0,63,60,249,1,9,0,27,6,4,0,13,4,0,0,24,0,2,0,3,100,0,0,0,0,3,0,2,4,0,0,1,391,227,17,1,2,0,25,5,9,6,0,0,0,0,2,202,0,13,11,0,14,0,0,27,33,34,9,0,16,5,1,0,2,2,1,0,1,9,2,2,3,0,102,0,0,6,9,3,12,0,13904,10,0,0,16,82,2,0,1,13,0,3,2,130,0,0,38,2542,6,92,1,7,0,1,0,0,12,0,437,2,0,2,1,31
11212.APAL381,14,466,974,2,3,666,90,6819,8906,938,0,41,1,2,131,25,20,3,47,3,20,605,1,1,5,3,1,1,2,1320,0,57,6,0,529,8,12,8,0,0,168,0,1,0,4,2,3,73,0,0,107,213,367,0,1,4,0,1,1,0,20,2,0,170,357,15,26,1,2,31,14,0,7,32,5,4,89,12,36,0,41,25,174,1,6,0,20,3,1,0,11,2,0,1,44,0,1,0,4,7,0,0,3,0,4,0,1,4,0,0,4,193,534,7,0,2,0,37,2,20,0,0,0,0,0,0,31,0,10,13,0,14,0,1,26,19,15,8,0,9,13,3,9,0,2,5,0,20,3,1,1,0,0,126,0,1,7,3,3,5,0,4,1,0,0,9,47,5,0,1,66,0,12,0,0,0,0,24,3521,11,66,0,3,0,0,0,0,8,1,242,0,0,3,0,20
11212.APAL391,4,390,248,5,10,487,81,4545,12750,792,1,39,2,29,214,21,43,3,29,1,9,744,3,1,3,14,2,0,0,1061,2,68,10,1,240,7,29,16,3,0,256,0,0,0,1,4,3,37,14,51,160,251,71,4,1,6,0,1,0,6,20,0,1,195,541,10,33,1,4,49,9,0,3,38,3,7,69,33,36,0,31,24,239,80,6,0,19,0,1,0,17,4,1,0,67,1,6,32,1,22,0,0,2,42,0,0,1,18,0,1,4,171,449,6,0,0,4,51,9,23,53,0,3,0,0,0,62,2,2,23,0,23,0,1,30,19,17,2,1,5,3,1,0,1,1,3,3,27,0,5,4,0,0,148,0,3,31,2,2,5,0,3,1,0,0,8,47,6,15,1,119,2,11,674,0,2,6,33,6220,82,75,17,9,0,69,6,0,5,23,193,0,4,3,0,24
11212.Apalw131,3,519,40,1,2,802,106,6204,21063,604,0,106,2,6,356,2,22,4,46,1,7,601,2,0,4,16,11,0,0,1090,0,219,5,1,587,3,18,4,12,0,95,0,1,0,1,0,1,35,2,1,154,92,29,0,2,3,1,5,11,4,15,3,0,300,274,16,1,2,8,61,2,0,1,31,3,28,63,26,55,0,37,32,498271,16,0,3,13,1,6,0,8,69,0,1,87,0,0,1,24,6,0,1,0,6,38,0,0,14,0,0,0,226,196,6,0,0,0,33,4,29,11,0,0,0,0,0,9,0,2,50,0,4,0,1,49,20,1,3,0,5,123,1,4,1,2,4,1,0,6,4,5,0,2,195,0,4,24,2,1,8,0,2,0,0,1,0,69,8,0,5,5,0,0,30,0,0,1,19,1779,9,58,6,8,0,1,0,0,0,3,142,0,1,0,0,15
11212.Apalw141,4,507,89,0,6,1251,88,8284,17014,586,0,152,1,0,253,16,34,7,47,0,3,439,0,0,5,25,20,0,0,1271,0,168,9,1,544,3,18,3,9,0,87,0,5,0,1,0,2,30,0,0,89,82,9,0,0,1,2,6,22,0,12,5,2,231,211,12,0,1,2,70,4,0,1,28,1,46,75,33,46,0,42,27,360412,2,1,1,19,3,5,0,9,52,0,0,130,0,0,0,55,41,0,0,0,0,38,0,1,0,0,0,0,202,161,8,0,0,0,40,2,24,0,0,0,0,0,0,26,4,3,75,0,9,0,1,62,15,1,6,0,1,236,1,2,2,3,4,0,0,2,0,2,0,0,159,0,4,46,1,0,8,0,0,3,0,0,0,48,5,0,2,9,1,0,0,0,1,0,20,1736,2,53,0,5,0,0,0,0,1,0,132,0,0,0,0,16
11212.APF1031,4,290,122,0,2,337,40,1293,1784,275,18,212,1,15,5,25,433,116,107,42,12,289,2,9,5,40,31,2,5,4351,0,79,1,0,1462,5,108,1,1,2,92,0,1,2,2,0,2,33,11,0,0,274,13,0,0,2,3,0,31,0,5,7,66,108,69,11,137,2,0,33,2,0,2,2,1,72,34,6,21,0,61,112,12,2,0,0,18,2,2,0,11,2,0,0,195,1,0,44,54,14,0,86,0,0,1,0,0,0,0,0,0,76,18,12,0,0,0,26,4,45,6,0,0,0,0,0,19,0,6,144,0,9,0,0,124,6,247,10,0,7,288,1,6,0,2,2,0,3,0,21,0,0,0,70,0,2,72,1,1,3,0,0,10,1,0,161,40,2,0,2,1,0,0,4,0,0,0,2,12,2005,17,13,1,1,2,30,0,2,0,138,0,3,0,0,3
11212.APF1041,22,456,408,0,8,1150,79,4675,145,547,1,51,1,2,8,56,138,72,37,99,11,1008,0,0,14,7,6,1,0,3793,4,135,6,1,1411,5,94,0,1,0,290,0,2,4,6,0,4,33,2,0,14,63,17,0,0,2,3,0,6,0,16,1,22,254,48,18,7,2,0,19,4,0,3,2,0,14,32,14,37,0,45,200,12,6,0,0,25,3,10,0,13,4,0,0,69,0,1,54,16,59,0,8,1,0,1,0,1,0,0,0,2,143,41,25,0,0,0,42,0,85,3,0,0,0,1,1,57,0,12,31,0,4,0,1,80,12,259,8,0,8,31,4,2,0,5,2,0,8,0,1,0,0,0,124,0,1,16,1,1,2,0,2525,14,1,0,137,101,4,0,4,0,2,3,2,0,0,2,5,1,990,29,10,3,1,1,8,0,28,2,325,0,1,1,0,3
11212.APF381,0,565,1515,5,5,897,60,14183,1037,586,0,40,1,0,2,9,5,2,56,0,7,669,0,0,10,4,2,5,0,4494,0,108,6,0,2970,4,77,0,1,0,120,0,0,0,1,0,2,57,0,0,8,80,6,0,0,2,2,0,1,0,10,0,0,125,38,10,2,2,0,32,4,0,9,2,1,4,48,7,41,0,56,47,10,1,0,0,95,1,12,0,7,1,1,0,28,0,0,5,4,2,0,0,0,0,0,0,0,0,0,1,0,138,32,13,0,0,0,18,1,21,0,0,0,0,0,1,8,0,4,11,0,4,2,0,157,5,1,6,0,29,31,2,0,1,7,1,0,0,0,0,5,0,0,85,0,7,4,2,1,0,0,157,4,2,0,2,87,2,2,0,1,0,1,0,0,1,1,1,8,2,29,2,3,0,3,2,0,0,0,162,0,0,0,0,1
11212.Asen11111,2,137,143,2,6,616,55,926,850,348,278,237,0,8,3,383,10,1,1395,0,4,279,0,135,7,3,3,0,2,627,0,59,4,0,661,4,33,0,3,1,59,0,0,0,1,0,0,213,1,0,2,41,6,0,1,1,0,1,2,0,11,3,0,109,25,10,0,0,2,16,2,0,0,1,1,8,9,3,30,1,214,22,10,1,0,0,41,0,8,2,28,4,0,0,508,0,0,10,13,19,0,0,0,0,0,0,0,0,0,0,0,131,26,6,1,0,0,50,3,34,0,0,0,0,13,4,4,0,3,347,2,24,0,1,15,13,2,20,0,9,22,0,2,1,6,2,0,0,0,668,0,0,0,73,0,6,13,0,2,1,0,0,5,0,0,0,44,3,0,5,0,0,0,0,0,2,0,2,8,11,53,12,2,0,7,4,0,0,0,229,9,0,0,0,3
11212.Asen6851,2,335,33,9,8,793,56,278,289,584,1,42,1,0,7,17,10,1,16,2,23,498,0,0,13,2,1,0,2,238,2,61,3,0,568,2,16,4,3,0,270,0,0,0,3,0,0,36,0,0,77,10,5,0,8,4,3,1,0,0,19,0,0,208,17,12,7,0,3,40,9,0,6,21,1,6,9,41,40,1,35,76,16,0,9,0,23,0,3,0,5,5,0,0,31,1,1,36,1,60,0,0,0,0,0,0,0,0,0,0,0,127,40,21,0,2,0,13,1,44,0,0,0,0,0,1,31,0,7,4,0,8,2,0,6,35,2,4,0,6,7,0,1,1,3,3,0,4,6,1,4,0,0,94,0,2,3,0,3,7,0,0,4,0,0,2,73,1,0,1,1,0,0,0,0,1,0,2,146,3,49,4,6,0,0,0,0,0,0,230,1,0,0,0,3
11212.AsenLink11,24,777,2498,2,19,717,90,5087,242,742,0,50,3,25,12,16,22,3,21,0,41,533,0,3,18,11,8,1,0,2496,3,63,3,3,494,2,13,0,4,0,166,4,0,0,4,2,3,67,4,0,4,74,8,0,0,18,7,1,4,0,15,12,0,225,49,37,1,3,2,38,5,0,14,1,4,13,25,17,40,0,45,321,54,12,4,1,18,1,4,0,4,7,1,0,60,0,0,0,3,20,0,0,0,0,0,0,1,0,0,0,0,202,49,21,0,1,0,30,4,45,0,0,1,0,0,0,102,0,18,22,0,10,0,0,36,1,1,9,0,17,32,2,0,1,5,8,0,0,1,2,16,0,0,155,0,25,15,5,4,0,1,7,5,1,0,5,89,1,1,4,1,3,2,0,0,8,4,3,15,7,70,1,4,0,6,5,0,0,1,123,0,0,0,1,9
11212.AsenLink21,1,592,224,0,12,767,109,307,506,987,7,144,3,23,15,51,66,5,24,0,40,528,7,18,9,54,12,0,2,3199,0,108,6,0,444,1,19,0,1,0,493,5,0,2,6,4,1,58,6,8,0,50,4,3,0,0,1,1,10,5,16,8,1,219,90,21,5,3,0,41,4,0,27,4,1,38,60,17,55,0,34,170,33,9,1,0,16,0,3,0,5,6,0,0,85,0,16,4,19,22,0,0,0,2,0,0,0,1,14,1,2,211,56,24,0,2,2,5,12,46,35,1,2,0,0,1,19,0,18,37,1,2,2,0,132,9,3,1,3,11,107,0,3,2,1,3,6,0,0,7,9,0,0,131,0,20,56,0,3,0,0,29,32,0,1,6,78,0,22,1,1,3,1,69,0,0,8,1,11,13,96,25,7,0,9,11,0,0,14,105,0,26,0,1,21
11212.AsenLink31,7,142,36,0,3,356,53,1048,365,357,0,28,1,4,19,4,7,1,11,0,12,224,0,2,14,4,2,0,0,1902,0,37,2,1,311,1,16,1,2,0,29,1,0,0,8,0,3,42,0,1,36,34,5,0,0,6,5,0,2,0,7,2,0,90,66,9,7,1,3,14,9,0,1,13,3,4,21,6,42,0,23,20,23,8,9,0,13,0,1,0,6,3,0,0,25,0,0,1,2,36,0,0,0,0,0,0,0,0,1,0,0,75,26,11,0,0,0,5,1,23,0,0,0,0,0,1,84,0,6,8,0,3,0,0,96,11,0,1,0,3,5,2,0,1,3,1,0,0,4,1,2,0,0,62,0,3,2,1,2,0,0,2,1,0,0,3,45,2,0,0,0,0,1,0,0,2,0,14,281,5,17,2,3,0,2,0,0,0,0,115,0,0,0,1,20
11212.AsenLink41,4,274,90,2,11,819,61,309,334,531,0,33,2,5,16,21,8,2,17,0,15,425,0,5,7,1,1,2,0,1576,0,100,3,0,252,3,7,0,3,4,661,0,0,0,2,0,6,44,2,0,1,65,13,0,0,10,4,2,0,0,19,6,0,209,65,6,3,3,1,57,11,0,4,18,2,3,22,10,51,0,26,45,16,0,10,0,36,0,2,0,5,4,0,1,17,1,0,3,2,21,0,0,0,1,1,0,0,0,0,0,1,159,42,4,0,0,0,26,0,78,0,0,0,0,0,0,79,0,9,6,0,1,1,1,39,18,2,3,0,10,4,0,0,0,1,2,0,3,34,1,2,0,0,114,0,0,3,1,1,1,0,387,4,2,0,2,42,1,0,1,1,0,0,0,0,1,0,1,90,11,54,1,3,0,0,2,0,0,0,120,0,0,0,1,33
11212.AtbelzLink11,2,622,32,5,12,4707,129,13761,7584,3657,0,82,0,14,56,12,32,7,263,4,688,1872,3,30,59,23,5,2,1,6151,0,57,32,0,5367,6,132,0,10,6,611,2,0,0,17,0,1,28,11,4,19,121,6,1,0,1,546,11,8,0,31,4,0,203,100,165,1,1,3,2,1,0,158,16,0,18,10,12,55,0,44,1459,7,28,2,0,5,0,1,0,2,75,1,1,68,2,0,45,15,0,16,0,0,1,0,0,2,3,0,0,0,161,67,66,1,0,0,2,6,15,9,0,1,1,0,2,126,0,55,23,1,15,0,0,277,8,4,16,1,3,55,1,3,0,3,5,0,0,0,4,2,0,0,258,1,10,20,1,1,1,2,0,1,6,0,4,108,0,8,3,1,0,0,4,0,1,1,7,8,21,60,25,3,0,4,2,9,0,0,536,0,1,1,1,86
11212.AtbelzLink21,8,282,12,2,10,166,27,58,2871,259,2,23,1,9,96,18,27,2,52,0,131,128,3,6,27,6,2,0,0,11306,0,7,8,0,1949,2,48,1,3,0,68,0,0,0,9,0,2,11,6,2,11,188,16,1,0,0,38,30,1,0,3,0,0,28,220,60,2,4,6,32,1,0,15,6,0,9,36,4,7,0,15,267,5,10,0,0,2,0,0,0,1,74,0,0,20,2,7,0,12,0,22,0,0,2,0,0,0,0,0,0,1,54,7,17,1,0,0,2,4,9,3,0,0,1,0,2,36,0,9,3,0,13,11,0,673,3,0,13,1,7,13,0,0,1,0,1,1,0,0,10,9,0,0,34,0,9,9,1,0,0,1,4,0,0,1,5,9,0,1,3,0,0,0,45,0,0,0,3,303,4,10,4,3,0,1,0,15,0,5,59,0,0,0,0,8
11212.AtbelzLink31,11,33,51,2,18,91,23,32,358,168,9,1134,0,32,16,16,296,50,67,16,46,65,17,58,28,572,163,0,0,3832,3,26,29,0,1291,1,63,1,2,0,45,0,0,0,4,1,0,6,4,17,22,49,0,3,0,0,15,8,170,0,2,60,0,21,40,55,7,1,3,36,9,0,15,8,1,208,8,0,2,1,202,295,11,45,1,0,14,0,0,2,1,72,0,0,435,2,4,7,399,2,22,1,1,1,0,0,0,5,0,2,0,20,9,11,1,0,1,2,18,7,10,0,0,1,0,0,194,0,6,337,1,26,1,0,476,3,5,21,0,2,1394,0,4,0,0,0,4,0,0,17,3,0,0,21,0,19,190,0,0,0,6,1,0,0,0,8,5,2,3,5,3,1,6,13,0,0,0,5,180,23,6,25,0,0,12,10,10,0,6,51,0,4,1,7,1
11212.AtbelzLink41,13,63,5,0,28,111,19,33,1456,118,10,24,0,11,39,20,23,318,74,2,47,95,8,7,29,11,5,2,0,17077,1,7,6,0,1488,1,44,0,2,0,43,0,0,0,2,1,1,9,1,1,10,194,1,0,0,0,13,12,3,0,2,3,0,17,160,88,4,2,2,15,1,0,4,4,1,7,16,2,3,0,10,285,15,7,0,0,2,0,0,0,1,43,0,0,16,0,14,1,7,5,10,2,0,0,0,0,0,1,0,0,0,42,3,1,0,0,0,0,8,12,1,0,0,0,0,2,195,0,4,7,0,4,4,0,785,6,4,7,0,13,24,0,0,0,0,0,0,0,0,1,6,0,1,13,0,282,20,0,0,0,0,0,0,0,0,3,13,0,0,0,1,0,6,7,0,0,2,5,78,5,5,5,0,0,3,0,5,2,1,57,0,0,1,0,3
